"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10307","locators","chromium","Tue Jul 22 13:08:34 IST 2025","passed","Tue Jul 22 13:08:44 IST 2025","","facebook.spec.js","",""
